label,text
ham,আপনার বিকাশ ভেরিফিকেশন কোড 2542। কোডটি ২ মিনিটে মেয়াদ শেষ হবে। দয়া করে আপনার OTP বা PIN অন্যদের সাথে শেয়ার করবেন না।
spam,আপনার কার্ড আবেদন অ্যাপ্রুভড। ডেলিভারি নিতে 01684809071 এ কল করুন।
ham,ডেন্টিস্টের কাছে যাবো। দাঁত ব্যথা করছে। ধন্যবাদ।
ham,"আদাব, হেডফোন কোথায় রেখেছিলে? খুঁজে পাচ্ছি না।"
spam,আইবিবিএল তে বিনিয়োগ করুন। মাসিক লাভ 80%। মিনিমাম 5000 টাকা। 01674128891
ham,"আপনি রেমিট্যান্স পেয়েছেন। মোট: 12,34434.50 টাকা সরকারি প্রণোদনা: 2501.50 টাকা TrxID A637988859 at 22/11/5510 09:33."
ham,আপনার সার্ভিস রিকোয়েস্ট নম্বর 35359। দয়া করে এটি শুধুমাত্র বিকাশ গ্রাহক সেবা এর বিকাশ কাস্টমার সার্ভিস এক্সিকিউটিভ অথবা livechat.bkash.com ছাড়া অন্য কারো সাথে শেয়ার করবেন না।
ham,আপনার JBPLC ATM Card No.3381***69512 থেকে 44224.00 টাকা ডেবিট হয়েছে। ব্যালেন্স 95495.31 টাকা। at 02 Dec 25 17:44:55 from বরিশাল ATM. Visit www.jb.com.bd for services
ham,"তানিয়া, নাস্তা করেছো? না করলে করে নাও।"
ham,"লিজা, আজ তোমার বিবাহবার্ষিকী। অভিনন্দন!"
spam,জমি কিনুন সস্তায়। ধানমন্ডি এ প্লট মাত্র 2500 টাকা। বুকিং 200000 টাকা। 01965516481
ham,সূখীতে ২০% ক্যাশব্যাক অফার !! সূখীর যে কোনো সাভিস বিক্ষে পেতে করবেন প্রতিদিন 88026 টাকা পর্ন্ত ক্যাশব্যাক। (সর্ব প্রথমে) https://shukhee.com/
ham,লাইব্রেরি কয়টা পর্যন্ত খোলা? আমার পড়তে যেতে হবে। - রাহিম
spam,কুইজে অংশ নিয়ে স্মার্টফোন জিতুন। রেজিস্টার: bit.ly/59812
ham,আপনার JBPLC ATM Card No.93058***95463 থেকে 70214.00 টাকা ডেবিট হয়েছে। ব্যালেন্স 18990.31 টাকা। at 02 Dec 25 17:44:55 from বরিশাল ATM. Visit www.jb.com.bd for services
ham,"শিউলি, ঈদ মুবারক! তুমি কেমন আছো?"
ham,"সালাম, আজ তোমার বিবাহবার্ষিকী। অভিনন্দন!"
ham,মোবাইল স্ক্রিন ভেঙে গেছে। রিপেয়ার করাতে হবে। - সুমনা
spam,সৌদি ভিসা পাবেন 48 ঘন্টায়। ফি 200000 টাকা। কল: 01783414433
spam,আজ ভেরিফাই না করলে একাউন্ট বন্ধ: bit.ly/39009
ham,জন্মদিনের অনেক অনেক শুভেচ্ছা! আল্লাহ তোমার মঙ্গল করুন। - পলাশ
ham,আপনার বিকাশ ভেরিফিকেশন কোড 9138। কোডটি ২ মিনিটে মেয়াদ শেষ হবে। দয়া করে আপনার OTP বা PIN অন্যদের সাথে শেয়ার করবেন না।
ham,"প্রিয় মহোদয়, আপনার JBPLC A/C **94086 এ 83247.66 টাকা (সুদ) জমা হয়েছে on 10-SEP-16746. C/B is BDT0. eJanata app ব্যবহার করুন i-banking এর জন্য। ধন্যবাদ"
ham,অ্যাসাইনমেন্ট জমা দেওয়ার শেষ তারিখ কবে? ঠিক আছে।
spam,বিদ্যুৎ বিল বকেয়া। লাইন কাটা যাবে। পরিশোধ করুন: bit.ly/96740
ham,"প্রিয় মহোদয়, আপনার JBPLC A/C **29058 এ 70228.66 টাকা (সুদ) জমা হয়েছে on 10-SEP-29128. C/B is BDT0. eJanata app ব্যবহার করুন i-banking এর জন্য। ধন্যবাদ"
ham,আজই শেষ হচ্ছে যে বিশেষ অফার!* বিস্তারিত জানতে- t.ly/3k3Al রকমারি।
spam,"প্রিয় গ্রাহক, আপনার নাম্বার র্যান্ডম ড্র তে নির্বাচিত। পুরস্কার 50000 টাকা। কল: 01500263628"
ham,"৪০০টাকায়। ডায়াল *56016*24792#, mygp.li/mo"
spam,একাউন্ট রিকভারি দরকার। রিকভার করুন: bit.ly/71183
ham,"শুভ সন্ধ্যা, মা, রান্নাঘরে তেল শেষ। বাজার থেকে কিনে আনবো।"
spam,আজই ভেরিফাই না করলে সেবা বন্ধ। ভেরিফাই: bit.ly/77141
spam,একাউন্ট স্থিতি: অপেক্ষমাণ। সক্রিয় করুন: bit.ly/57574
ham,ফোনটা হ্যাং করছে। রিস্টার্ট দিতে হবে। ভালো থেকো।
spam,আপনার একাউন্ট রিভিউতে রয়েছে। যাচাই করুন: 01693266832
spam,গাড়ি লোন পাবেন দ্রুত। 200000 টাকা পর্যন্ত। আবেদন: bit.ly/86282
ham,আপনার সার্ভিস রিকোয়েস্ট নম্বর 14621। দয়া করে এটি শুধুমাত্র বিকাশ গ্রাহক সেবা এর বিকাশ কাস্টমার সার্ভিস এক্সিকিউটিভ অথবা livechat.bkash.com ছাড়া অন্য কারো সাথে শেয়ার করবেন না।
ham,"রফিক, রক্তদান করবো আগামীকাল। ক্যাম্প আছে।"
ham,আজ হাসপাতালে যাবো। তুমি কি সাথে আসতে পারবে? - শিউলি
ham,"আজ ২৩ মে 24807, বিশ্ব মেটেলিজি দিবস। এবারের প্রতিপাদ্য- 'টেকসই ভবিষ্যৎ বিনির্মাণে আজকের পরিমাপ', থিএসচিআই, শিল্প মন্ত্রণালয়।"
